0.355688034	0.519899884	0.229179944	0.250857229	0.307461262	0.025148434	1
0.1245011	0.296783135	0.098578319	0.144629316	0.476649082	0.036365018	1
0.411666648	0.513932335	0.32299462	0.307660444	0.386097065	0.017522952	1
0.416151213	0.557413934	0.271259951	0.289435751	0.341826595	0.051838118	1
0.227271964	0.289479343	0.128128678	0.247021973	0.40957944	0.04417282	1
0.136009385	0.365744307	0.099558896	0.11994302	0.647879499	0.030932988	1
0.263150155	0.40043871	0.207315522	0.223959504	0.542916451	0.039680399	1
0.185355971	0.309189986	0.134580508	0.196591589	0.50745553	0.000889962	1
0.170150805	0.358811352	0.256758527	0.15629363	0.590614541	0.056673986	1
0.101637877	0.206581407	0.25011769	0.169425196	0.152264497	0.027287248	1
0.227211695	0.350009654	0.155129118	0.21560364	0.414736426	0.007523753	1
0.049037122	0.433508696	0.013423732	0.001384734	0.537409056	0.026903901	1
0.21958233	0.473674174	0.23503875	0.144213214	0.529515159	0.044429789	1
0.264493074	0.482538262	0.170928851	0.182712606	0.439668918	0.042139079	1
0.300448305	0.549126392	0.295322098	0.182712606	0.502471243	0.039164563	1
0.175250014	0.341025717	0.197765244	0.170400981	0.581075106	0.038347242	1
0.363472725	0.480782116	0.362909997	0.278593385	0.454109361	0.02429153	1
0.049457864	0.173248288	0.166123119	0.136628236	0.633722328	0.034174059	1
0.12103835	0.357221621	0.152135626	0.109993886	0.570787965	0.029067384	1
0.150280954	0.335954558	0.144283513	0.149070525	0.500095883	0.022843967	1
0.171430148	0.370317741	0.213281145	0.151559748	0.692327453	0.040758368	1
0.277486843	0.493281936	0.252366156	0.18961386	0.592870983	0.03140298	1
0.356129685	0.553143732	0.357966179	0.234057496	0.390820169	0.062471638	1
0.18703446	0.350520917	0.145856192	0.176788728	0.515099084	0.014131871	1
0.269824069	0.593093963	0.190883201	0.130549264	0.552374489	0.029397967	1
0.168132926	0.411951208	0.295322098	0.126825943	0.421440154	0.046673546	1
0.17748855	0.508800144	0.114423138	0.085625637	0.440811232	0.031914524	1
0.392832779	0.561684958	0.315713615	0.264848934	0.466664968	0.021071417	1
0.237942721	0.39218457	0.255309882	0.204049419	0.452854495	0.051042131	1
0.19522717	0.31496699	0.162306815	0.203069969	0.308554183	0.040607494	1
0.181208075	0.428650748	0.123324504	0.130719582	0.515093654	0.038705237	1
0.12070412	0.349035621	0.232678017	0.113914324	0.589659852	0.03203251	1
0.322585443	0.688612086	0.291386725	0.131686234	0.529611902	0.029172365	1
0.051465906	0.256867126	0.092040425	0.095232396	0.470494767	0.035966558	1
0.057317887	0.241919981	0.196865272	0.108591422	0.668708588	0.040669402	1
0.09215835	0.464362999	0.059959335	0.026774047	0.725445523	0.025127275	1
0.286396843	0.632334616	0.301501874	0.126120408	0.572428965	0.032287209	1
0.253375043	0.456652397	0.195741813	0.185456226	0.499816977	0.029685443	1
0.090123245	0.326087912	0.014232404	0.0964611	0.396353352	0.017685798	1
0.195726929	0.26702693	0.134570494	0.228387037	0.4882202	0.030501947	1
0.267218878	0.460565497	0.168056709	0.19671201	0.554782359	0.038147098	1
0.387105714	0.587331105	0.299796675	0.246066648	0.549929808	0.023879295	1
0.288199708	0.408183017	0.432022894	0.243982247	0.472537731	0.020327024	1
0.238841318	0.52816224	0.295322098	0.134462169	0.509092197	0.019859107	1
0.213960427	0.514098481	0.198510082	0.11787534	0.50868748	0.040828342	1
0.146640552	0.413174353	0.149506284	0.105570323	0.464402933	0.015270536	1
0.13897176	0.438187745	0.17898309	0.08525278	0.548064651	0.022161984	1
0.150645217	0.436787736	0.05397133	0.097178794	0.519213134	0.030542652	1
0.281020673	0.482168354	0.17898309	0.198762468	0.492474622	0.034023575	1
0.465690988	0.859350283	0.122603416	0.180537201	0.407219791	0.037379517	1
0.232063455	0.648636206	0.197812173	0.065541764	0.625991226	0.039103266	1
0.038597428	0.32994191	0.17898309	0.045025364	0.458138347	0.05242401	1
0.144896596	0.426460375	0.174234695	0.097013557	0.497861013	0.003465888	1
0.20745128	0.354232274	0.202966689	0.194455819	0.302910846	0.04034255	1
0.165901595	0.250459331	0.12587418	0.208353236	0.459128212	0.039132742	1
